,files_list,image_name,enrolled,identity_name,ethnicity,Age,Identity,UnifiedQualityScore.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,children_agegroup
1227,African_654/African_654_2.png,African_654_2,enrolled,African_654,African,2,African_654,39.0,99.0,92.0,100.0,1-3
1229,African_655/African_655_0.png,African_655_0,enrolled,African_655,African,3,African_655,37.0,99.0,95.0,100.0,1-3
1230,African_655/African_655_1.png,African_655_1,enrolled,African_655,African,2,African_655,33.0,83.0,98.0,99.0,1-3
1232,African_656/African_656_0.png,African_656_0,enrolled,African_656,African,4,African_656,44.0,91.0,100.0,100.0,4-6
1233,African_656/African_656_3.png,African_656_3,enrolled,African_656,African,7,African_656,37.0,95.0,99.0,100.0,7-9
1234,African_656/African_656_6.png,African_656_6,enrolled,African_656,African,6,African_656,35.0,100.0,99.0,95.0,4-6
1236,African_657/African_657_1.png,African_657_1,enrolled,African_657,African,3,African_657,29.0,100.0,99.0,100.0,1-3
1237,African_658/African_658_0.png,African_658_0,enrolled,African_658,African,6,African_658,51.0,100.0,100.0,100.0,4-6
1238,African_658/African_658_1.png,African_658_1,enrolled,African_658,African,11,African_658,39.0,91.0,100.0,100.0,10-12
1239,African_658/African_658_2.png,African_658_2,enrolled,African_658,African,9,African_658,40.0,95.0,96.0,100.0,7-9
1242,African_660/African_660_0.png,African_660_0,enrolled,African_660,African,2,African_660,51.0,100.0,99.0,100.0,1-3
1243,African_660/African_660_2.png,African_660_2,enrolled,African_660,African,2,African_660,31.0,100.0,97.0,100.0,1-3
1244,African_660/African_660_3.png,African_660_3,enrolled,African_660,African,4,African_660,34.0,83.0,100.0,100.0,4-6
1245,African_661/African_661_0.png,African_661_0,enrolled,African_661,African,11,African_661,48.0,98.0,100.0,100.0,10-12
1246,African_661/African_661_1.png,African_661_1,enrolled,African_661,African,6,African_661,64.0,100.0,96.0,100.0,4-6
1247,African_662/African_662_0.png,African_662_0,enrolled,African_662,African,10,African_662,41.0,100.0,99.0,100.0,10-12
1248,African_662/African_662_1.png,African_662_1,enrolled,African_662,African,9,African_662,69.0,98.0,100.0,100.0,7-9
1249,African_662/African_662_2.png,African_662_2,enrolled,African_662,African,10,African_662,68.0,99.0,98.0,100.0,10-12
1250,African_663/African_663_0.png,African_663_0,enrolled,African_663,African,4,African_663,31.0,90.0,97.0,100.0,4-6
1252,African_663/African_663_2.png,African_663_2,enrolled,African_663,African,4,African_663,48.0,93.0,99.0,100.0,4-6
1254,African_664/African_664_2.png,African_664_2,enrolled,African_664,African,10,African_664,29.0,93.0,93.0,100.0,10-12
1255,African_665/African_665_0.png,African_665_0,enrolled,African_665,African,2,African_665,36.0,95.0,99.0,100.0,1-3
1256,African_665/African_665_1.png,African_665_1,enrolled,African_665,African,2,African_665,29.0,99.0,98.0,100.0,1-3
1259,African_666/African_666_3.png,African_666_3,enrolled,African_666,African,12,African_666,30.0,92.0,100.0,100.0,10-12
1260,African_667/African_667_0.png,African_667_0,enrolled,African_667,African,4,African_667,37.0,100.0,99.0,100.0,4-6
1264,African_668/African_668_1.png,African_668_1,enrolled,African_668,African,8,African_668,40.0,100.0,94.0,100.0,7-9
1265,African_67/African_67_1.png,African_67_1,enrolled,African_67,African,6,African_67,49.0,100.0,96.0,100.0,4-6
1267,African_67/African_67_2.png,African_67_2,enrolled,African_67,African,4,African_67,37.0,99.0,100.0,100.0,4-6
1268,African_67/African_67_8.png,African_67_8,enrolled,African_67,African,4,African_67,33.0,97.0,99.0,100.0,4-6
1270,African_670/African_670_0.png,African_670_0,enrolled,African_670,African,15,African_670,34.0,99.0,89.0,100.0,13-15
1274,African_675/African_675_2.png,African_675_2,enrolled,African_675,African,14,African_675,67.0,100.0,100.0,100.0,13-15
1275,African_678/African_678_0.png,African_678_0,enrolled,African_678,African,14,African_678,49.0,98.0,99.0,100.0,13-15
1276,African_678/African_678_2.png,African_678_2,enrolled,African_678,African,9,African_678,39.0,96.0,98.0,100.0,7-9
1277,African_679/African_679_0.png,African_679_0,enrolled,African_679,African,8,African_679,33.0,97.0,80.0,99.0,7-9
1278,African_679/African_679_1.png,African_679_1,enrolled,African_679,African,7,African_679,33.0,99.0,96.0,100.0,7-9
1279,African_679/African_679_8.png,African_679_8,enrolled,African_679,African,8,African_679,30.0,90.0,94.0,100.0,7-9
1280,African_68/African_68_5.png,African_68_5,enrolled,African_68,African,14,African_68,29.0,100.0,94.0,100.0,13-15
1281,African_68/African_68_9.png,African_68_9,enrolled,African_68,African,11,African_68,51.0,99.0,90.0,100.0,10-12
1282,African_680/African_680_10.png,African_680_10,enrolled,African_680,African,11,African_680,62.0,97.0,100.0,100.0,10-12
1283,African_680/African_680_5.png,African_680_5,enrolled,African_680,African,9,African_680,67.0,99.0,100.0,98.0,7-9
1284,African_680/African_680_8.png,African_680_8,enrolled,African_680,African,11,African_680,71.0,98.0,98.0,100.0,10-12
1287,African_681/African_681_23.png,African_681_23,enrolled,African_681,African,4,African_681,32.0,97.0,97.0,100.0,4-6
1288,African_681/African_681_27.png,African_681_27,enrolled,African_681,African,5,African_681,30.0,99.0,98.0,100.0,4-6
1289,African_681/African_681_4.png,African_681_4,enrolled,African_681,African,4,African_681,30.0,94.0,98.0,100.0,4-6
1290,African_681/African_681_5.png,African_681_5,enrolled,African_681,African,6,African_681,54.0,100.0,93.0,100.0,4-6
1291,African_682/African_682_13.png,African_682_13,enrolled,African_682,African,4,African_682,29.0,89.0,81.0,99.0,4-6
1294,African_682/African_682_9.png,African_682_9,enrolled,African_682,African,1,African_682,32.0,99.0,100.0,100.0,1-3
1295,African_684/African_684_0.png,African_684_0,enrolled,African_684,African,9,African_684,46.0,95.0,100.0,100.0,7-9
1296,African_684/African_684_1.png,African_684_1,enrolled,African_684,African,10,African_684,31.0,78.0,100.0,100.0,10-12
1299,African_686/African_686_11.png,African_686_11,enrolled,African_686,African,9,African_686,42.0,98.0,99.0,100.0,7-9
1300,African_686/African_686_24.png,African_686_24,enrolled,African_686,African,3,African_686,46.0,96.0,98.0,100.0,1-3
1301,African_686/African_686_66.png,African_686_66,enrolled,African_686,African,4,African_686,59.0,100.0,100.0,100.0,4-6
1302,African_688/African_688_11.png,African_688_11,enrolled,African_688,African,7,African_688,54.0,92.0,100.0,100.0,7-9
1303,African_688/African_688_14.png,African_688_14,enrolled,African_688,African,6,African_688,49.0,100.0,99.0,100.0,4-6
1304,African_689/African_689_7.png,African_689_7,enrolled,African_689,African,6,African_689,65.0,98.0,92.0,100.0,4-6
1306,African_69/African_69_0.png,African_69_0,enrolled,African_69,African,7,African_69,34.0,100.0,96.0,100.0,7-9
1308,African_69/African_69_17.png,African_69_17,enrolled,African_69,African,4,African_69,31.0,100.0,100.0,100.0,4-6
1309,African_69/African_69_4.png,African_69_4,enrolled,African_69,African,8,African_69,35.0,100.0,89.0,100.0,7-9
1312,African_691/African_691_16.png,African_691_16,enrolled,African_691,African,9,African_691,63.0,96.0,99.0,100.0,7-9
1313,African_691/African_691_6.png,African_691_6,enrolled,African_691,African,15,African_691,73.0,100.0,97.0,100.0,13-15
1316,African_692/African_692_2.png,African_692_2,enrolled,African_692,African,8,African_692,37.0,99.0,94.0,100.0,7-9
1321,African_696/African_696_0.png,African_696_0,enrolled,African_696,African,3,African_696,35.0,100.0,99.0,100.0,1-3
1322,African_696/African_696_1.png,African_696_1,enrolled,African_696,African,3,African_696,29.0,100.0,98.0,100.0,1-3
1323,African_698/African_698_2.png,African_698_2,enrolled,African_698,African,9,African_698,53.0,94.0,87.0,100.0,7-9
1324,African_698/African_698_4.png,African_698_4,enrolled,African_698,African,9,African_698,32.0,99.0,81.0,100.0,7-9
1326,African_699/African_699_1.png,African_699_1,enrolled,African_699,African,13,African_699,64.0,100.0,97.0,100.0,13-15
1328,African_700/African_700_4.png,African_700_4,enrolled,African_700,African,2,African_700,29.0,82.0,99.0,99.0,1-3
1334,African_707/African_707_4.png,African_707_4,enrolled,African_707,African,11,African_707,29.0,97.0,100.0,100.0,10-12
1337,African_710/African_710_4.png,African_710_4,enrolled,African_710,African,1,African_710,33.0,100.0,100.0,100.0,1-3
1338,African_711/African_711_0.png,African_711_0,enrolled,African_711,African,12,African_711,51.0,98.0,99.0,100.0,10-12
1339,African_711/African_711_1.png,African_711_1,enrolled,African_711,African,9,African_711,63.0,100.0,98.0,100.0,7-9
1340,African_711/African_711_2.png,African_711_2,enrolled,African_711,African,9,African_711,67.0,100.0,97.0,100.0,7-9
1341,African_711/African_711_4.png,African_711_4,enrolled,African_711,African,14,African_711,69.0,96.0,99.0,100.0,13-15
1345,African_712/African_712_5.png,African_712_5,enrolled,African_712,African,6,African_712,45.0,98.0,99.0,100.0,4-6
1348,African_717/African_717_1.png,African_717_1,enrolled,African_717,African,6,African_717,51.0,99.0,99.0,100.0,4-6
1349,African_717/African_717_2.png,African_717_2,enrolled,African_717,African,8,African_717,42.0,100.0,98.0,100.0,7-9
1350,African_717/African_717_3.png,African_717_3,enrolled,African_717,African,6,African_717,35.0,99.0,98.0,97.0,4-6
1351,African_718/African_718_0.png,African_718_0,enrolled,African_718,African,5,African_718,42.0,100.0,98.0,100.0,4-6
1352,African_718/African_718_1.png,African_718_1,enrolled,African_718,African,7,African_718,29.0,72.0,98.0,100.0,7-9
1353,African_718/African_718_6.png,African_718_6,enrolled,African_718,African,5,African_718,49.0,99.0,99.0,100.0,4-6
1354,African_719/African_719_0.png,African_719_0,enrolled,African_719,African,3,African_719,36.0,89.0,99.0,100.0,1-3
1355,African_719/African_719_10.png,African_719_10,enrolled,African_719,African,2,African_719,37.0,100.0,100.0,100.0,1-3
1356,African_719/African_719_4.png,African_719_4,enrolled,African_719,African,3,African_719,31.0,88.0,100.0,100.0,1-3
1357,African_72/African_72_0.png,African_72_0,enrolled,African_72,African,10,African_72,47.0,98.0,100.0,100.0,10-12
1359,African_721/African_721_2.png,African_721_2,enrolled,African_721,African,8,African_721,43.0,97.0,98.0,100.0,7-9
1360,African_721/African_721_4.png,African_721_4,enrolled,African_721,African,6,African_721,60.0,100.0,98.0,100.0,4-6
1361,African_724/African_724_0.png,African_724_0,enrolled,African_724,African,7,African_724,62.0,98.0,95.0,100.0,7-9
1362,African_724/African_724_1.png,African_724_1,enrolled,African_724,African,9,African_724,35.0,89.0,94.0,99.0,7-9
1363,African_724/African_724_2.png,African_724_2,enrolled,African_724,African,7,African_724,43.0,97.0,100.0,100.0,7-9
1364,African_724/African_724_3.png,African_724_3,enrolled,African_724,African,6,African_724,63.0,100.0,100.0,99.0,4-6
1365,African_724/African_724_4.png,African_724_4,enrolled,African_724,African,6,African_724,46.0,99.0,99.0,100.0,4-6
1366,African_726/African_726_0.png,African_726_0,enrolled,African_726,African,5,African_726,44.0,100.0,100.0,98.0,4-6
1367,African_726/African_726_1.png,African_726_1,enrolled,African_726,African,5,African_726,42.0,96.0,100.0,100.0,4-6
1368,African_726/African_726_3.png,African_726_3,enrolled,African_726,African,6,African_726,47.0,99.0,93.0,100.0,4-6
1369,African_726/African_726_5.png,African_726_5,enrolled,African_726,African,5,African_726,60.0,98.0,99.0,100.0,4-6
1370,African_727/African_727_19.png,African_727_19,enrolled,African_727,African,3,African_727,31.0,100.0,97.0,99.0,1-3
1374,African_729/African_729_0.png,African_729_0,enrolled,African_729,African,12,African_729,39.0,82.0,100.0,100.0,10-12
1375,African_729/African_729_3.png,African_729_3,enrolled,African_729,African,12,African_729,37.0,91.0,100.0,100.0,10-12
1377,African_731/African_731_4.png,African_731_4,enrolled,African_731,African,15,African_731,29.0,96.0,83.0,100.0,13-15
1381,African_733/African_733_0.png,African_733_0,enrolled,African_733,African,6,African_733,41.0,99.0,94.0,100.0,4-6
1382,African_733/African_733_1.png,African_733_1,enrolled,African_733,African,5,African_733,47.0,100.0,99.0,100.0,4-6
1384,African_736/African_736_3.png,African_736_3,enrolled,African_736,African,7,African_736,35.0,100.0,97.0,100.0,7-9
1389,African_738/African_738_3.png,African_738_3,enrolled,African_738,African,8,African_738,39.0,100.0,99.0,100.0,7-9
1390,African_74/African_74_0.png,African_74_0,enrolled,African_74,African,9,African_74,67.0,100.0,100.0,100.0,7-9
1391,African_74/African_74_1.png,African_74_1,enrolled,African_74,African,12,African_74,72.0,100.0,98.0,100.0,10-12
1392,African_740/African_740_0.png,African_740_0,enrolled,African_740,African,11,African_740,80.0,99.0,93.0,100.0,10-12
1393,African_740/African_740_4.png,African_740_4,enrolled,African_740,African,13,African_740,79.0,99.0,94.0,100.0,13-15
1394,African_741/African_741_1.png,African_741_1,enrolled,African_741,African,10,African_741,66.0,100.0,94.0,100.0,10-12
1395,African_742/African_742_0.png,African_742_0,enrolled,African_742,African,7,African_742,37.0,100.0,98.0,100.0,7-9
1401,African_747/African_747_2.png,African_747_2,enrolled,African_747,African,9,African_747,58.0,100.0,99.0,100.0,7-9
1402,African_748/African_748_0.png,African_748_0,enrolled,African_748,African,7,African_748,52.0,80.0,99.0,100.0,7-9
1403,African_748/African_748_1.png,African_748_1,enrolled,African_748,African,7,African_748,57.0,100.0,99.0,100.0,7-9
1405,African_749/African_749_0.png,African_749_0,enrolled,African_749,African,8,African_749,75.0,100.0,100.0,98.0,7-9
1406,African_749/African_749_2.png,African_749_2,enrolled,African_749,African,9,African_749,70.0,100.0,99.0,100.0,7-9
1408,African_75/African_75_2.png,African_75_2,enrolled,African_75,African,15,African_75,48.0,100.0,100.0,100.0,13-15
1409,African_750/African_750_10.png,African_750_10,enrolled,African_750,African,1,African_750,36.0,100.0,100.0,100.0,1-3
1411,African_751/African_751_0.png,African_751_0,enrolled,African_751,African,4,African_751,34.0,99.0,100.0,100.0,4-6
1412,African_751/African_751_11.png,African_751_11,enrolled,African_751,African,15,African_751,30.0,92.0,98.0,100.0,13-15
1417,African_752/African_752_2.png,African_752_2,enrolled,African_752,African,8,African_752,35.0,100.0,94.0,99.0,7-9
1418,African_752/African_752_3.png,African_752_3,enrolled,African_752,African,12,African_752,44.0,87.0,89.0,100.0,10-12
1419,African_756/African_756_0.png,African_756_0,enrolled,African_756,African,3,African_756,38.0,98.0,100.0,100.0,1-3
1420,African_756/African_756_4.png,African_756_4,enrolled,African_756,African,2,African_756,39.0,100.0,94.0,100.0,1-3
1422,African_758/African_758_3.png,African_758_3,enrolled,African_758,African,5,African_758,30.0,100.0,96.0,100.0,4-6
1426,African_76/African_76_0.png,African_76_0,enrolled,African_76,African,6,African_76,42.0,100.0,97.0,100.0,4-6
1428,African_767/African_767_1.png,African_767_1,enrolled,African_767,African,12,African_767,48.0,96.0,100.0,99.0,10-12
1429,African_767/African_767_2.png,African_767_2,enrolled,African_767,African,9,African_767,30.0,99.0,96.0,100.0,7-9
1430,African_767/African_767_3.png,African_767_3,enrolled,African_767,African,11,African_767,41.0,100.0,100.0,100.0,10-12
1431,African_767/African_767_7.png,African_767_7,enrolled,African_767,African,12,African_767,36.0,96.0,96.0,100.0,10-12
1432,African_769/African_769_1.png,African_769_1,enrolled,African_769,African,15,African_769,71.0,99.0,95.0,100.0,13-15
1433,African_769/African_769_3.png,African_769_3,enrolled,African_769,African,14,African_769,35.0,99.0,95.0,100.0,13-15
1434,African_772/African_772_0.png,African_772_0,enrolled,African_772,African,9,African_772,52.0,100.0,95.0,100.0,7-9
1435,African_772/African_772_1.png,African_772_1,enrolled,African_772,African,12,African_772,33.0,100.0,100.0,100.0,10-12
1436,African_777/African_777_4.png,African_777_4,enrolled,African_777,African,7,African_777,33.0,99.0,100.0,100.0,7-9
1437,African_777/African_777_5.png,African_777_5,enrolled,African_777,African,7,African_777,55.0,94.0,100.0,100.0,7-9
1440,African_780/African_780_2.png,African_780_2,enrolled,African_780,African,14,African_780,38.0,100.0,100.0,100.0,13-15
1441,African_783/African_783_2.png,African_783_2,enrolled,African_783,African,9,African_783,43.0,99.0,100.0,100.0,7-9
1442,African_783/African_783_5.png,African_783_5,enrolled,African_783,African,9,African_783,45.0,93.0,100.0,100.0,7-9
1444,African_784/African_784_2.png,African_784_2,enrolled,African_784,African,8,African_784,39.0,74.0,97.0,100.0,7-9
1445,African_784/African_784_6.png,African_784_6,enrolled,African_784,African,4,African_784,41.0,81.0,84.0,100.0,4-6
