,Probe Image,Reference Image,Similarity Score,Probe Image Identity,Reference Image Identity,Filename,UnifiedQualityScore,BackgroundUniformity,IlluminationUniformity,LuminanceMean,LuminanceVariance,UnderExposurePrevention,OverExposurePrevention,DynamicRange,Sharpness,CompressionArtifacts,NaturalColour,SingleFacePresent,EyesOpen,MouthClosed,EyesVisible,MouthOcclusionPrevention,FaceOcclusionPrevention,InterEyeDistance,HeadSize,LeftwardCropOfTheFaceImage,RightwardCropOfTheFaceImage,DownwardCropOfTheFaceImage,UpwardCropOfTheFaceImage,HeadPoseYaw,HeadPosePitch,HeadPoseRoll,ExpressionNeutrality,NoHeadCoverings,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,CompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfTheFaceImage.scalar,RightwardCropOfTheFaceImage.scalar,DownwardCropOfTheFaceImage.scalar,UpwardCropOfTheFaceImage.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,Unnamed: 57,image_name,identity_name
3127,m.087czm_0005,m.087czm_0003,0.6873934,m.087czm,m.087czm,../../../data/tests/images/adults_full_final/m.087czm_0005.jpg,26.555437,29.46919,0.719907,0.203087,0.01081,0.164074,0.0,6.673124,-43,0.913214,0.0,0.0,0.091488,0.0098,0.0,0.0,0.014081,91.231469,0.360783,2.718415,2.77458,1.268077,1.503676,12.634071,4.815058,1.174115,8320.605469,0.0,80,86,91,52,94,100.0,100.0,83,6,100,100,100,100,96,100,100,99,74,29,100,100,21,5,95,99,100,93,100,,m.087czm_0005,m.087czm
4686,m.087czm_0003,m.087czm_0005,0.6873934,m.087czm,m.087czm,../../../data/tests/images/adults_full_final/m.087czm_0003.jpg,20.297598,4.189798,0.118056,0.393906,0.019127,0.023412,0.0,7.13797,-18,0.847422,0.0,0.0,0.097902,0.007096,0.0,0.0,0.004082,89.599929,0.352325,2.715734,2.829363,1.305613,1.532676,-10.824498,0.270833,-0.820598,9313.415039,0.0,26,98,53,98,99,100.0,100.0,89,47,100,100,100,100,96,100,100,100,73,25,100,100,28,6,96,100,100,95,100,,m.087czm_0003,m.087czm
1127,m.0kchtv8_0001,m.0kchtv8_0003,0.6873554,m.0kchtv8,m.0kchtv8,../../../data/tests/images/adults_full_final/m.0kchtv8_0001.jpg,30.337582,43.756697,0.125,0.251228,0.013273,0.121054,0.0,6.751244,-31,0.975933,0.0,0.0,0.082469,0.006886,0.0,0.0,0.009129,84.761101,0.363051,2.856333,2.903939,1.253266,1.501165,7.562669,-10.961679,-0.592172,-8365.246094,0.0,94,79,54,74,98,100.0,100.0,84,23,100,100,100,100,96,100,100,99,68,30,100,100,19,5,98,96,100,34,100,,m.0kchtv8_0001,m.0kchtv8
4688,m.0kchtv8_0003,m.0kchtv8_0001,0.6873554,m.0kchtv8,m.0kchtv8,../../../data/tests/images/adults_full_final/m.0kchtv8_0003.jpg,27.866253,7.338657,0.497143,0.300355,0.014706,0.055136,0.0,6.945294,-39,0.961302,0.491144,0.0,0.057333,0.009366,0.0,0.0,0.017883,85.179286,0.377502,2.823529,2.882353,1.198669,1.450323,3.718094,-6.220938,-1.318259,-10236.742188,0.0,87,96,81,88,100,100.0,100.0,87,11,100,98,100,98,96,100,100,98,68,38,100,100,12,3,100,99,100,26,100,,m.0kchtv8_0003,m.0kchtv8
4694,m.0k9j144_0006,m.0k9j144_0005,0.687287,m.0k9j144,m.0k9j144,../../../data/tests/images/adults_full_final/m.0k9j144_0006.jpg,17.973431,92.128464,0.471074,0.334326,0.015645,0.047582,0.0,6.934146,-32,0.793964,0.0,0.0,0.104744,0.135841,0.00789,0.0,0.020823,91.024998,0.411523,2.809325,2.952172,1.129948,1.300047,22.647871,7.289841,3.367757,-13202.835938,0.0,13,58,80,94,100,100.0,100.0,87,22,100,100,100,100,74,99,100,98,74,63,100,100,6,1,85,98,100,16,100,,m.0k9j144_0006,m.0k9j144
4700,m.0byhbd_0004,m.0byhbd_0003,0.6871301,m.0byhbd,m.0byhbd,../../../data/tests/images/adults_full_final/m.0byhbd_0004.jpg,27.218035,7.42351,0.79798,0.165833,0.007114,0.223684,0.0,6.398828,-38,0.944801,0.0,0.0,0.081626,0.0,0.0,0.0,0.002598,83.962205,0.372502,2.879518,2.939759,1.22147,1.463079,-8.682509,4.210629,-0.891939,-3743.160645,0.0,84,96,93,34,81,100.0,100.0,80,13,100,100,100,100,97,100,100,100,67,35,100,100,14,3,98,99,100,56,100,,m.0byhbd_0004,m.0byhbd
4704,m.025y5tc_0002,m.025y5tc_0003,0.68708503,m.025y5tc,m.025y5tc,../../../data/tests/images/adults_full_final/m.025y5tc_0002.jpg,24.846102,155.129145,0.579431,0.215482,0.020695,0.206826,0.0,6.994447,-38,0.916388,0.0,0.0,0.066341,0.097552,0.0,0.0,0.011114,84.063369,0.410839,2.975309,2.962963,1.101403,1.332637,-15.515353,-7.379089,-0.951986,-15751.751953,0.0,67,36,85,58,99,100.0,100.0,87,13,100,100,100,99,85,100,100,99,67,63,100,100,5,1,93,98,100,10,100,,m.025y5tc_0002,m.025y5tc
4710,m.02pb2p_0005,m.02pb2p_0003,0.6870824,m.02pb2p,m.02pb2p,../../../data/tests/images/adults_full_final/m.02pb2p_0005.jpg,23.922876,136.855821,0.314014,0.428846,0.028351,0.02176,0.0,7.362422,-43,0.795764,0.0,0.0,0.074915,0.110366,0.034409,0.0,0.128134,93.053,0.430387,2.813763,2.837018,1.057189,1.266303,22.441922,3.006658,2.798175,-14653.569336,0.0,59,42,71,99,92,100.0,100.0,92,6,100,100,100,100,82,97,100,87,76,81,100,100,3,0,85,100,100,13,100,,m.02pb2p_0005,m.02pb2p
4708,m.02pb2p_0003,m.02pb2p_0005,0.6870824,m.02pb2p,m.02pb2p,../../../data/tests/images/adults_full_final/m.02pb2p_0003.jpg,24.016958,198.448226,0.33391,0.419409,0.029665,0.030542,0.0,7.45437,-36,0.92941,0.0,0.0,0.033274,0.130216,0.0,0.0,0.115324,90.048915,0.405002,2.741573,2.752809,1.123451,1.345673,8.753687,0.875493,0.038657,-16773.947266,0.0,60,25,72,99,90,100.0,100.0,93,15,100,100,100,79,76,100,100,88,73,58,100,100,6,1,98,100,100,9,100,,m.02pb2p_0003,m.02pb2p
4712,m.0j62rxp_0005,m.0j62rxp_0003,0.6870503,m.0j62rxp,m.0j62rxp,../../../data/tests/images/adults_full_final/m.0j62rxp_0005.jpg,23.213791,99.016156,0.006173,0.276671,0.04722,0.216326,0.000293,7.443515,-18,0.905403,0.0,0.0,0.090036,0.014385,0.0,0.0,0.016378,84.208389,0.347581,2.869048,2.892857,1.31624,1.560788,4.031686,-7.791961,-0.106301,6352.870605,0.0,52,55,22,82,73,100.0,97.0,93,47,100,100,100,100,96,100,100,98,67,23,100,100,30,8,100,98,100,91,100,,m.0j62rxp_0005,m.0j62rxp
4720,m.0gc066_0002,m.0gc066_0006,0.68695664,m.0gc066,m.0gc066,../../../data/tests/images/adults_full_final/m.0gc066_0002.jpg,18.374428,109.465539,0.385802,0.317324,0.028729,0.089561,0.0,7.377269,-15,0.765225,0.0,0.0,0.105057,0.007299,0.0,0.0,0.039639,88.063206,0.3425,2.772727,2.772727,1.335766,1.583942,-2.17092,-12.143456,0.724853,-8198.004883,0.0,14,51,75,91,91,100.0,100.0,92,53,100,100,100,100,96,100,100,96,71,21,100,100,34,10,100,96,100,35,100,,m.0gc066_0002,m.0gc066
4373,m.03_4tl_0002,m.03_4tl_0003,0.6868381,m.03_4tl,m.03_4tl,../../../data/tests/images/adults_full_final/m.03_4tl_0002.jpg,25.340204,105.211141,0.225306,0.22709,0.00804,0.078717,0.0,6.52208,-26,0.961241,0.0,0.0,0.057095,0.085975,0.097264,0.0,0.054335,84.802471,0.407097,2.90172,2.91376,1.12381,1.332606,-11.654316,-5.791682,0.150428,-14298.789062,0.0,71,53,64,63,85,100.0,100.0,82,32,100,100,100,98,87,90,100,95,68,60,100,100,6,1,96,99,100,13,100,,m.03_4tl_0002,m.03_4tl
4728,m.0f16zr_0004,m.0f16zr_0001,0.6868086,m.0f16zr,m.0f16zr,../../../data/tests/images/adults_full_final/m.0f16zr_0004.jpg,27.892538,109.500259,0.682526,0.119177,0.007129,0.494008,0.0,6.193248,-29,0.950337,0.0,0.0,0.06442,0.006619,0.0,0.0,0.000184,88.261589,0.37769,2.813953,2.837209,1.204691,1.442981,12.998413,12.591965,2.908518,11496.143555,0.0,87,51,89,17,81,100.0,100.0,77,27,100,100,100,99,96,100,100,100,71,38,100,100,12,3,95,95,100,96,100,,m.0f16zr_0004,m.0f16zr
4734,m.07b_6d_0003,m.07b_6d_0002,0.6868007,m.07b_6d,m.07b_6d,../../../data/tests/images/adults_full_final/m.07b_6d_0003.jpg,18.760382,150.127767,0.233796,0.437994,0.030659,0.004012,0.0,7.396514,-23,0.86543,3.111632,0.0,0.111851,0.00657,0.0,0.0,6.1e-05,89.595348,0.380526,2.760651,2.783372,1.195713,1.432228,-10.750893,0.008522,-0.467065,3886.048096,0.57352,16,38,65,99,89,100.0,100.0,92,38,100,85,100,100,96,100,100,100,73,40,100,100,11,2,97,100,100,86,0,,m.07b_6d_0003,m.07b_6d
4746,m.0k2hrth_0001,m.0k2hrth_0003,0.6867287,m.0k2hrth,m.0k2hrth,../../../data/tests/images/adults_full_final/m.0k2hrth_0001.jpg,19.045471,231.17109,0.059688,0.258053,0.045806,0.173197,0.0,7.182026,-41,0.913727,0.0,0.0,0.06303,0.00692,0.139217,0.0,0.2646,85.275287,0.361285,2.860541,3.006611,1.259395,1.508506,15.554129,-11.141956,-0.410396,3030.611084,0.0,18,19,43,76,74,100.0,100.0,90,9,100,100,100,99,96,86,100,74,68,29,100,100,20,5,93,96,100,83,100,,m.0k2hrth_0001,m.0k2hrth
4748,m.0k2hrth_0003,m.0k2hrth_0001,0.6867287,m.0k2hrth,m.0k2hrth,../../../data/tests/images/adults_full_final/m.0k2hrth_0003.jpg,19.91725,256.861928,0.096419,0.309481,0.053422,0.11375,0.0,7.353406,-38,0.900056,0.0,0.0,0.086908,0.006744,0.139603,0.0,0.265686,90.353328,0.370683,2.772331,2.865128,1.220718,1.477001,17.420644,-1.977535,3.069781,1356.017578,0.0,23,15,50,90,68,100.0,100.0,92,13,100,100,100,100,96,86,100,73,73,34,100,100,14,4,91,100,100,78,100,,m.0k2hrth_0003,m.0k2hrth
2831,m.03m83s_0002,m.03m83s_0001,0.68667996,m.03m83s,m.03m83s,../../../data/tests/images/adults_full_final/m.03m83s_0002.jpg,29.622395,146.666543,0.45551,0.305801,0.021653,0.059217,0.0,7.140937,-35,0.987995,0.0,0.0,0.092795,0.119195,0.0,0.0,0.057867,84.812949,0.377533,2.904762,2.857143,1.218436,1.430338,-7.939366,-4.651827,0.590991,-12946.120117,0.0,93,39,79,89,98,100.0,100.0,89,17,100,100,100,100,79,100,100,94,68,38,100,100,14,2,98,99,100,17,100,,m.03m83s_0002,m.03m83s
1069,m.03m83s_0001,m.03m83s_0002,0.68667996,m.03m83s,m.03m83s,../../../data/tests/images/adults_full_final/m.03m83s_0001.jpg,29.451609,9.766277,0.603395,0.369621,0.019402,0.023274,0.0,7.084978,-34,0.954444,0.0,0.0,0.086162,0.08549,0.0,0.0,0.004494,84.069652,0.381283,2.845036,2.91646,1.206454,1.416272,2.230567,-4.131221,0.272248,4801.393555,0.0,92,95,86,97,99,100.0,100.0,89,18,100,100,100,100,87,100,100,100,67,40,100,100,13,2,100,99,100,88,100,,m.03m83s_0001,m.03m83s
529,m.07jjzn_0001,m.07jjzn_0002,0.68665206,m.07jjzn,m.07jjzn,../../../data/tests/images/adults_full_final/m.07jjzn_0001.jpg,26.576458,101.0424,0.707596,0.277227,0.009698,0.028306,0.0,6.673501,-39,0.949467,0.0,0.0,0.05147,0.0,0.0,0.0,0.007067,81.598545,0.38875,3.131308,3.131308,1.163987,1.40836,21.334902,-7.224943,-2.819862,-475.614655,0.0,80,55,90,82,92,100.0,100.0,83,11,100,100,100,96,97,100,100,99,64,45,100,100,9,2,87,98,100,71,100,,m.07jjzn_0001,m.07jjzn
4754,m.08fcp1_0001,m.08fcp1_0003,0.6866314,m.08fcp1,m.08fcp1,../../../data/tests/images/adults_full_final/m.08fcp1_0001.jpg,23.55876,74.123376,0.365741,0.406594,0.028793,0.053353,0.0,7.343721,-47,0.956398,0.0,0.0,0.127762,0.007604,0.0,0.0,0.002022,86.835378,0.328788,2.790509,2.860272,1.399078,1.642396,7.926118,-13.476725,-1.257004,9386.535156,0.0,55,66,74,98,91,100.0,100.0,92,2,100,100,100,100,96,100,100,100,70,16,100,100,50,17,98,95,100,95,100,,m.08fcp1_0001,m.08fcp1
4760,m.0hzpkcs_0004,m.0hzpkcs_0001,0.6865305,m.0hzpkcs,m.0hzpkcs,../../../data/tests/images/adults_full_final/m.0hzpkcs_0004.jpg,24.472147,133.759043,0.696859,0.591954,0.02362,0.016001,0.0,6.920503,-35,0.967932,100.0,0.0,0.114757,0.007634,0.0,0.0,0.009662,86.004698,0.3275,2.802326,2.848837,1.396947,1.656489,-0.598844,-21.031753,-0.057558,-11137.401367,0.0,64,43,90,98,96,100.0,100.0,87,17,100,0,100,100,96,100,100,99,69,16,100,100,49,19,100,87,100,23,100,,m.0hzpkcs_0004,m.0hzpkcs
4766,m.025yk6_0002,m.025yk6_0001,0.6864797,m.025yk6,m.025yk6,../../../data/tests/images/adults_full_final/m.025yk6_0002.jpg,19.71763,53.930536,0.319444,0.453648,0.034201,0.058381,0.0,7.327693,-43,0.965963,100.0,0.0,0.112139,0.007574,0.0,0.0,0.003358,81.157095,0.330059,2.986744,2.949718,1.386115,1.643645,-3.273332,-16.977435,1.342655,5622.889648,0.0,22,74,71,99,86,100.0,100.0,92,6,100,0,100,100,96,100,100,100,64,17,100,100,47,17,100,91,100,89,100,,m.025yk6_0002,m.025yk6
4671,m.01ywpx_0003,m.01ywpx_0005,0.6864271,m.01ywpx,m.01ywpx,../../../data/tests/images/adults_full_final/m.01ywpx_0003.jpg,23.494963,111.269486,0.35692,0.161692,0.006898,0.230718,0.0,6.280099,-8,0.961529,0.0,0.0,0.096203,0.140755,0.0,0.0,0.017342,85.064816,0.391152,2.999063,2.999063,1.176013,1.380537,19.82157,6.126634,3.113829,-6189.972168,0.0,55,51,73,32,80,100.0,100.0,79,65,100,100,100,100,73,100,100,98,68,47,100,100,10,1,89,99,100,44,100,,m.01ywpx_0003,m.01ywpx
4776,m.0kcgql2_0001,m.0kcgql2_0005,0.68621427,m.0kcgql2,m.0kcgql2,../../../data/tests/images/adults_full_final/m.0kcgql2_0001.jpg,25.082115,33.394429,0.686785,0.189929,0.009249,0.128999,0.0,6.542269,-35,0.852184,0.0,0.0,0.047604,0.100898,0.0,0.0,0.035971,87.781713,0.446684,3.012658,3.050633,1.024214,1.214505,25.847236,4.48281,2.577338,-13342.294922,0.0,69,84,89,45,90,100.0,100.0,82,17,100,100,100,94,84,100,100,96,71,97,100,100,2,0,81,99,100,16,100,,m.0kcgql2_0001,m.0kcgql2
193,m.0kcgql2_0005,m.0kcgql2_0001,0.68621427,m.0kcgql2,m.0kcgql2,../../../data/tests/images/adults_full_final/m.0kcgql2_0005.jpg,25.169407,72.265881,0.67102,0.186919,0.010312,0.224985,0.0,6.636275,-20,0.875326,0.0,0.0,0.042972,0.087171,0.0,0.0,0.003446,90.155723,0.402531,2.688225,2.754875,1.124137,1.360144,-3.118468,-0.973634,1.117046,-15575.567383,0.0,70,66,89,43,93,100.0,100.0,83,44,100,100,100,91,87,100,100,100,73,56,100,100,6,1,100,100,100,11,100,,m.0kcgql2_0005,m.0kcgql2
4778,m.0dy_mg_0003,m.0dy_mg_0002,0.6862103,m.0dy_mg,m.0dy_mg,../../../data/tests/images/adults_full_final/m.0dy_mg_0003.jpg,26.622179,211.074817,0.275384,0.332701,0.010206,0.018959,0.0,6.686504,-44,0.946624,0.0,0.0,0.099731,0.161083,0.009662,0.0,0.030427,95.204286,0.373769,2.645008,2.65576,1.237396,1.438055,-12.338221,-6.579305,1.257531,-14278.317383,0.0,80,22,68,93,93,100.0,100.0,84,5,100,100,100,100,66,99,100,97,78,36,100,100,16,3,95,99,100,14,100,,m.0dy_mg_0003,m.0dy_mg
4780,m.0dy_mg_0002,m.0dy_mg_0003,0.6862103,m.0dy_mg,m.0dy_mg,../../../data/tests/images/adults_full_final/m.0dy_mg_0002.jpg,25.861471,30.235344,0.478367,0.462342,0.034387,0.042028,0.0,7.486712,-35,0.947215,2.167953,0.0,0.066768,0.161016,0.001074,0.0,0.018166,93.20869,0.403984,2.703133,2.692145,1.13247,1.342875,12.482316,-1.511763,1.037649,-14879.575195,0.0,75,85,80,99,86,100.0,100.0,94,17,100,89,100,99,66,100,100,98,76,57,100,100,6,1,95,100,100,12,100,,m.0dy_mg_0002,m.0dy_mg
4784,m.0h950dj_0003,m.0h950dj_0002,0.6861926,m.0h950dj,m.0h950dj,../../../data/tests/images/adults_full_final/m.0h950dj_0003.jpg,22.327169,209.810042,0.449036,0.210857,0.013684,0.174939,0.0,6.83127,-37,0.865084,0.0,0.0,0.095233,0.101883,0.0,0.0,0.023635,82.064153,0.371326,3.063851,3.063851,1.225339,1.467714,-18.092938,-4.748533,1.539768,-5312.777344,0.0,44,23,79,55,99,100.0,100.0,85,14,100,100,100,100,84,100,100,98,65,34,100,100,15,3,90,99,100,48,100,,m.0h950dj_0003,m.0h950dj
2835,m.04_mvx_0004,m.04_mvx_0003,0.6860968,m.04_mvx,m.04_mvx,../../../data/tests/images/adults_full_final/m.04_mvx_0004.jpg,26.584932,103.094057,0.689453,0.215768,0.007831,0.108326,0.0,6.490196,-39,0.935819,0.0,0.0,0.076049,0.145097,0.0,0.0,0.005166,82.096162,0.397783,2.925959,2.950342,1.150125,1.363809,2.396048,-3.211448,1.601729,-9317.901367,0.0,80,54,89,58,84,100.0,100.0,81,11,100,100,100,100,71,100,100,99,65,52,100,100,8,1,100,100,100,30,100,,m.04_mvx_0004,m.04_mvx
59,m.04_mvx_0003,m.04_mvx_0004,0.6860968,m.04_mvx,m.04_mvx,../../../data/tests/images/adults_full_final/m.04_mvx_0003.jpg,25.59358,103.559403,0.697266,0.242514,0.014072,0.114794,0.0,6.897074,-33,0.962048,0.0,0.0,0.070084,0.009007,0.0,0.0,0.006656,82.239593,0.392518,3.037975,3.025316,1.171921,1.375733,-16.135352,-5.150315,1.202534,-14512.682617,0.182666,73,54,90,70,99,100.0,100.0,86,20,100,100,100,99,96,100,100,99,65,48,100,100,9,1,92,99,100,13,0,,m.04_mvx_0003,m.04_mvx
4788,m.02pz_r_0001,m.02pz_r_0003,0.68596995,m.02pz_r,m.02pz_r,../../../data/tests/images/adults_full_final/m.02pz_r_0001.jpg,27.196915,29.873993,0.094582,0.407981,0.059856,0.072965,0.0,7.693775,-35,0.850442,0.0,0.0,0.103935,0.009153,0.0,0.0,0.006395,81.625427,0.386268,2.949131,3.113675,1.18441,1.404465,14.55355,-9.079596,-2.120079,-10582.267578,0.0,83,86,49,98,63,100.0,100.0,96,17,100,100,100,100,96,100,100,99,64,44,100,100,10,2,94,98,100,25,100,,m.02pz_r_0001,m.02pz_r
4792,m.06n7m8_0002,m.06n7m8_0004,0.68595666,m.06n7m8,m.06n7m8,../../../data/tests/images/adults_full_final/m.06n7m8_0002.jpg,23.257595,42.479673,0.510204,0.33438,0.013331,0.006771,0.0,6.881144,-6,0.897418,0.0,0.0,0.058576,0.125543,0.0,0.0,0.003151,91.961964,0.398768,2.692145,2.703133,1.147285,1.360441,8.270777,0.66442,-0.204835,-13428.769531,0.0,52,80,82,94,98,100.0,100.0,86,69,100,100,100,98,78,100,100,100,75,53,100,100,7,1,98,100,100,16,100,,m.06n7m8_0002,m.06n7m8
4713,m.0j62rxp_0005,m.0j62rxp_0004,0.68571335,m.0j62rxp,m.0j62rxp,../../../data/tests/images/adults_full_final/m.0j62rxp_0005.jpg,23.213791,99.016156,0.006173,0.276671,0.04722,0.216326,0.000293,7.443515,-18,0.905403,0.0,0.0,0.090036,0.014385,0.0,0.0,0.016378,84.208389,0.347581,2.869048,2.892857,1.31624,1.560788,4.031686,-7.791961,-0.106301,6352.870605,0.0,52,55,22,82,73,100.0,97.0,93,47,100,100,100,100,96,100,100,98,67,23,100,100,30,8,100,98,100,91,100,,m.0j62rxp_0005,m.0j62rxp
4800,m.0j62rxp_0004,m.0j62rxp_0005,0.68571335,m.0j62rxp,m.0j62rxp,../../../data/tests/images/adults_full_final/m.0j62rxp_0004.jpg,22.3262,35.666603,0.0,0.224985,0.007725,0.071339,0.0,6.370353,-10,0.956547,0.0,0.0,0.083054,0.0,0.0,0.0,0.027744,85.135913,0.34761,2.926861,2.890727,1.308938,1.567848,-12.788261,-8.30311,1.334586,5651.994629,0.0,44,83,0,62,84,100.0,100.0,80,62,100,100,100,100,97,100,100,97,68,23,100,100,29,9,95,98,100,89,100,,m.0j62rxp_0004,m.0j62rxp
4806,m.03cbml4_0006,m.03cbml4_0004,0.6856004,m.03cbml4,m.03cbml4,../../../data/tests/images/adults_full_final/m.03cbml4_0006.jpg,22.783911,74.085127,0.608473,0.494593,0.040408,0.037044,0.0,7.495955,-33,0.915694,0.0,0.0,0.110666,0.051238,0.0,0.0,0.02111,87.229643,0.345009,2.824818,2.824818,1.333298,1.565176,-9.540063,-8.223744,1.298547,16655.205078,0.0,48,66,86,100,79,100.0,100.0,94,20,100,100,100,100,92,100,100,98,70,22,100,100,34,9,97,98,100,99,100,,m.03cbml4_0006,m.03cbml4
4808,m.03cbml4_0004,m.03cbml4_0006,0.6856004,m.03cbml4,m.03cbml4,../../../data/tests/images/adults_full_final/m.03cbml4_0004.jpg,23.708168,35.677166,0.470416,0.486187,0.027893,0.016163,7.6e-05,7.305291,-40,0.955345,0.0,0.0,0.116868,0.107742,0.010393,0.0,0.044719,90.204883,0.371258,2.722054,2.722054,1.239029,1.454512,-3.809666,-12.30328,0.283065,-14727.807617,0.0,57,83,80,99,92,100.0,99.0,91,10,100,100,100,100,82,99,100,96,73,34,100,100,17,3,100,95,100,13,100,,m.03cbml4_0004,m.03cbml4
4810,m.03fq7w_0004,m.03fq7w_0003,0.6855699,m.03fq7w,m.03fq7w,../../../data/tests/images/adults_full_final/m.03fq7w_0004.jpg,22.076817,129.92983,0.253444,0.275477,0.020575,0.118155,0.0,7.152896,-36,0.742535,4.862811,0.0,0.072829,0.114666,0.0,0.0,0.008972,94.186005,0.371284,2.616873,2.638149,1.225478,1.46788,-3.549572,-1.720302,-0.388475,-11832.135742,0.223724,41,44,66,82,99,100.0,100.0,89,15,100,76,100,99,81,100,100,99,77,34,100,100,15,3,100,100,100,20,0,,m.03fq7w_0004,m.03fq7w
235,m.0p9hf_0005,m.0p9hf_0003,0.6854902,m.0p9hf,m.0p9hf,../../../data/tests/images/adults_full_final/m.0p9hf_0005.jpg,21.920467,23.070555,0.480257,0.14619,0.007975,0.36741,0.0,6.248533,3,0.952605,8.218212,0.0,0.01408,0.012493,0.0,0.0,0.010425,83.593514,0.400236,2.914817,2.902772,1.124336,1.374188,-6.691367,3.910563,-0.747395,-904.086731,0.090561,40,89,80,25,85,100.0,100.0,78,81,100,61,100,36,96,100,100,99,66,54,100,100,6,1,99,100,100,69,0,,m.0p9hf_0005,m.0p9hf
4814,m.0p9hf_0003,m.0p9hf_0005,0.6854902,m.0p9hf,m.0p9hf,../../../data/tests/images/adults_full_final/m.0p9hf_0003.jpg,22.213594,25.801471,0.577855,0.320804,0.052438,0.183605,0.0,7.572367,-16,0.876261,3.393546,0.0,0.036612,0.006286,0.0,0.0,0.028768,85.793224,0.397696,2.845238,2.916667,1.137802,1.376678,-11.735126,2.985194,-1.209469,6631.156738,0.0,42,88,85,92,69,100.0,100.0,95,51,100,83,100,84,96,100,100,97,69,52,100,100,7,1,96,100,100,91,100,,m.0p9hf_0003,m.0p9hf
4818,m.0j1gns6_0003,m.0j1gns6_0001,0.6854698,m.0j1gns6,m.0j1gns6,../../../data/tests/images/adults_full_final/m.0j1gns6_0003.jpg,17.280479,37.308735,0.228374,0.155499,0.005692,0.220628,0.0,6.216031,-35,0.75567,0.0,0.0,0.086475,0.062915,0.31768,0.0,0.078345,98.519033,0.399345,2.547368,2.663158,1.139365,1.364734,-15.359975,19.825477,-5.863841,699.815918,0.095995,10,82,64,29,72,100.0,100.0,78,17,100,100,100,100,91,68,100,92,81,53,100,100,7,1,93,88,99,76,0,,m.0j1gns6_0003,m.0j1gns6
4037,m.01tkk5c_0006,m.01tkk5c_0008,0.6854359,m.01tkk5c,m.01tkk5c,../../../data/tests/images/adults_full_final/m.01tkk5c_0006.jpg,23.415253,44.305508,0.72,0.154357,0.005034,0.169967,0.0,6.082015,-23,0.935927,0.0,0.0,0.069107,0.00701,0.0,0.0,0.012261,90.861068,0.35662,2.7414,2.752635,1.268856,1.535246,-11.598857,3.346442,-0.611982,-8794.211914,0.0,54,79,91,29,67,100.0,100.0,76,38,100,100,100,99,96,100,100,99,74,27,100,100,21,7,96,100,100,32,100,,m.01tkk5c_0006,m.01tkk5c
4820,m.01tkk5c_0008,m.01tkk5c_0006,0.6854359,m.01tkk5c,m.01tkk5c,../../../data/tests/images/adults_full_final/m.01tkk5c_0008.jpg,22.637857,56.660888,0.387346,0.408497,0.056802,0.10006,0.0,7.478799,-41,0.92872,0.0,0.0,0.076287,0.006668,0.0,0.0,0.060467,93.719325,0.374917,2.652174,2.695652,1.213603,1.453656,10.991786,16.155006,3.400449,7945.785156,0.0,47,73,75,98,65,100.0,100.0,93,9,100,100,100,100,96,100,100,94,77,36,100,100,13,3,96,92,100,93,100,,m.01tkk5c_0008,m.01tkk5c
3125,m.089vl5_0004,m.089vl5_0005,0.6853822,m.089vl5,m.089vl5,../../../data/tests/images/adults_full_final/m.089vl5_0004.jpg,26.336315,2.248502,0.204775,0.306994,0.039828,0.116279,0.0,7.304329,-32,0.963187,0.0,0.0,0.099739,0.007092,0.037602,0.0,0.083649,80.232022,0.3525,3.024647,3.101545,1.304965,1.531915,13.46805,-10.45493,-2.039904,-14148.556641,0.233304,78,99,62,89,80,100.0,100.0,91,22,100,100,100,100,96,96,100,92,63,25,100,100,28,6,95,97,100,14,0,,m.089vl5_0004,m.089vl5
2011,m.089vl5_0005,m.089vl5_0004,0.6853822,m.089vl5,m.089vl5,../../../data/tests/images/adults_full_final/m.089vl5_0005.jpg,23.206701,64.38243,0.197429,0.166184,0.009992,0.237665,0.0,6.562235,-41,0.946327,0.0,0.0,0.099502,0.00709,0.001357,0.0,0.052618,79.391422,0.352609,3.025316,3.037975,1.304563,1.531443,-5.691828,-4.88033,2.0612,-15134.027344,0.0,52,70,61,34,92,100.0,100.0,82,9,100,100,100,100,96,100,100,95,62,25,100,100,28,6,99,99,100,12,100,,m.089vl5_0005,m.089vl5
